,NAME,WEB_NAME,TEAM,RK,POSITION,COST,AGE,MATCHES_PLAYED,STARTS,MINUTES,GOALS,ASSISTS,PENALTIES,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,xG,xA,OWN_GOALS,GOALS_CONCEDED,CLEAN_SHEETS,SAVES,POINTS,MINUTES_PER_ASSIST,MINUTES_PER_GOAL,MINUTES_PER_GAME,MINUTES_PER_POINT,MINUTES_PER_XG,MINUTES_PER_XA,xg_diff,xa_diff
348,rico henry,Henry,Brentford,16,DF,45,26,5,5,401,0,1,0,0,1,0,0.1,1.0,0,5,1,0,13,401.0,3510.0,80.2,30.846153846153847,4010.0,401.0,-0.1,0.0
349,remi matthews,Matthews,Crystal Palace,10,GK,40,29,1,0,4,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,3510.0,3510.0,4.0,4.0,35100.0,35100.0,0.0,0.0
350,milos kerkez,Kerkez,Bournemouth,12,DF,45,19,28,22,1970,0,1,0,0,4,1,1.2,0.8,1,37,6,0,59,1970.0,3510.0,70.35714285714286,33.389830508474574,1641.6666666666667,2462.5,-1.2,0.19999999999999996
351,tim iroegbunam,Iroegbunam,Everton,15,MF,45,20,9,1,164,0,0,0,0,0,0,0.0,0.0,0,7,0,0,10,3510.0,3510.0,18.22222222222222,16.4,35100.0,35100.0,0.0,0.0
352,josh dasilva,Dasilva,Brentford,16,MF,50,24,3,0,24,0,0,0,0,0,0,0.0,0.2,0,0,0,0,3,3510.0,3510.0,8.0,8.0,35100.0,120.0,0.0,-0.2
353,fabio ferreira vieira,Fábio Vieira,Arsenal,2,MF,55,23,11,2,297,1,2,1,0,0,1,1.3,1.6,0,2,1,0,24,148.5,297.0,27.0,12.375,228.46153846153845,185.625,-0.30000000000000004,0.3999999999999999
354,vitaly janelt,Janelt,Brentford,16,MF,50,25,38,37,3054,1,3,0,0,8,0,1.8,4.8,0,52,9,0,93,1018.0,3054.0,80.36842105263158,32.83870967741935,1696.6666666666665,636.25,-0.8,-1.7999999999999998
355,philip billing,Philip,Bournemouth,12,MF,50,27,29,13,1398,2,2,0,0,3,1,2.5,3.2,0,36,2,0,60,699.0,699.0,48.206896551724135,23.3,559.2,436.875,-0.5,-1.2000000000000002
356,stefan ortega moreno,Ortega Moreno,Man City,1,GK,55,30,9,5,635,0,0,0,0,0,0,0.0,0.0,0,7,1,20,22,3510.0,3510.0,70.55555555555556,28.863636363636363,35100.0,35100.0,0.0,0.0
357,amadou onana,Onana,Aston Villa,4,MF,50,21,30,23,2091,2,0,0,0,5,0,2.0,2.7,0,38,5,0,66,3510.0,1045.5,69.7,31.681818181818183,1045.5,774.4444444444443,0.0,-2.7
